,tweet,brand_or_product,emotion,target
464,@Apple sometimes I have to restart my phone to make Siri do speak selection and it's annoying #fixit,unknown,negative,1
465,@apple don't delete music off of my iPhone that I payed GOOD MONEY FOR,unknown,negative,1
466,@apple get your shit together.,unknown,negative,1
467,@SheLovesQuez fuck @Apple I'm get a note,unknown,negative,1
468,Idk if it's my phone or WHAT ! Ip6 ain't shit but problems. @apple fix this shit !!,unknown,negative,1
469,That annoying moment when you realise that your @apple  #iPhone6 has a bend in it on one side ='[,unknown,negative,1
470,really pissed at @apple . trying to edit video and can't convert files due to not having the mpeg 2 component anymore because of os update.,unknown,negative,1
471,"RT @ProzacNation_: 11am and 20% battery. Die, @apple",unknown,negative,1
472,@apple make a fucking phone so the screen doesn't break.  I want my phone to be naked and free.,unknown,negative,1
473,my phone was on 19 percent and then it shut off okay @apple fuck you,unknown,negative,1
474,why isnt group facetime a thing @apple wtf,unknown,negative,1
475,Autocorrect changes actual words to other words but when I spell an actual word wrong it doesn't correct it? Fuck yall niggas @apple,unknown,negative,1
476,@jakeflem @Apple Yes It seems to fix it good the first time and then as time passes it deterioates until you have to change logic board,unknown,negative,1
477,@illogikal @Apple nigga fuck yo couch lol,unknown,negative,1
478,hey @apple why won't you let me facetime claire stop being rude,unknown,negative,1
479,"Between 07 &amp; 09, @Apple deleted #music off of some customers' iPods without telling them http://t.co/PgXi2dr4Wg http://t.co/yBK9Ix23qb",unknown,negative,1
480,@apple get your shit together with group chats on ios8,unknown,negative,1
481,Congrats @apple on making an iPhone recording DRM protected so we can't play it anywhere we want #fail,unknown,negative,1
482,"@Apple, you made a mistake. Now it椰s time to Replace or Fix All 2011 Macbook Pro with Graphics Failure. #MBP2011  http://t.co/n64Ygo7JlT",unknown,negative,1
483,"RT @mrushh: hey @apple why is my phone dying when it's on the charger 
ur stuff sucks",unknown,negative,1
484,RT @JustPoetic_: Why the fuck is there a 'recently deleted' photo album? @Apple,unknown,negative,1
485,@BlackBerry I kinda feel sorry for @Apple tho. #GoodJob with your last product guys!,unknown,negative,1
486,"As a die hard @Apple customer, I must say I am truly displeased with the customer service I was given yesterday. #badservice #Apple",unknown,negative,1
487,Seriously?! @apple that stupid add of the macbook with the different stickers you can put on it?! I hate how gullible people can be.,unknown,negative,1
488,@FaZeNikan @Apple @applenws @AppStore i know my iphone  dies at like 20%,unknown,negative,1
489,@OneRepublic @Apple That's what I was thinking today! After nearly two years mine only lasts for four hours now :(,unknown,negative,1
490,Chinese smartphone maker claims #Apple copied iPhone 6 design - http://t.co/iUzewX1JuE #AAPL #Android,unknown,negative,1
491,@apple yall some hoes,unknown,negative,1
492,"Apple Acted Unfairly In Suppressing Digital Music Competition: Paul Kedrosky $AAPL #aapl
http://t.co/XTbFhpbYf7",unknown,negative,1
493,For some odd reason I can't re-add 1989 on my phone. @apple stop depriving me of my jams,unknown,negative,1
494,"RT @Proto_Zsay: what maketh thee of this pesky 'b' that appears at the end of people's text messages, @apple @tim_cook?",unknown,negative,1
495,"My MacBook Pro is now as annoying as my ASUS Windows 8 computer. Freezing, laggy, etc.  So much for @apple's excellence.",unknown,negative,1
496,@apple please work on being able to still use your phone when someone calls you so I can successfully ignore my moms call while on Twitter,unknown,negative,1
497,RT @Breyythatsmee: I have 170 pictures and my storage is full @apple get it together,unknown,negative,1
498,@Apple loses appeal to trademark 'app store' in #Australia http://t.co/cmfU7qfVWY,unknown,negative,1
499,@SealsKevin @TeamCavuto @Apple Hopefully endangering their own lives!,unknown,negative,1
500,Just overheard an @apple employee tell some1 not to use capital letters in their password cause it will be easier to remember! #applefail,unknown,negative,1
501,This is the 6th charger I've had to buy for my mac and they gave me the wrong one @apple #applesuport Fix this wrongdoing give me a free one,unknown,negative,1
502,RT @LawKitson: Wut? @apple can I have my money back? kthx http://t.co/zVp7MUZDAM,unknown,negative,1
503,"@apple bought a new iPhone 6, never gets reception in the same places my 4s did and battery life is worse. #nomoreapple",unknown,negative,1
504,FUCK OFFFFFF @apple http://t.co/vVQqXuhbrM,unknown,negative,1
505,@nigxnog @Apple bruh that means u type that a lot u fuckin punk bitch,unknown,negative,1
506,RT @Ecofantasy: Thinking of upgrading to #Yosemite? Think twice  http://t.co/dU0Mpaw5Ri It's not for everyone. RT #ASMSG @Apple,unknown,negative,1
507,My @apple power cord caught on fire!   Yet another non-travelling power cord I have less than a year.  #AppleCordFire http://t.co/exC3Wz8CiD,unknown,negative,1
508,@apple your chargers suck ass! They just love to break!,unknown,negative,1
509,@Apple deleted users' non-#iTunes music and didn't tell them about it http://t.co/UyT2ePDlTw via @Appy_Geek #apple #music,unknown,negative,1
510,#AAPL:Corrupt Apple exec sentenced to 1 year in prison...http://t.co/uCQYyBqrgM,unknown,negative,1
511,Lmfao RT @hellvcopter: cocky ass apple. i was talking bout da fruit. fuck you. @apple http://t.co/HjISNmx6aZ,unknown,negative,1
512,@wearsy on apple you seem to need a us bank card to do that.  @apple I hate you,unknown,negative,1
513,Can someone @apple tell me why I now have to reset my AppleTV every other day? Interesting that there's a IR remote code to reset the box.,unknown,negative,1
514,"My spellcheck makes me wanna stab somebody, that isn't the fuckin word I wanted to use @apple",unknown,negative,1
515,well imessage doesn't work thanks @apple,unknown,negative,1
516,"You pieces of shit @apple! 
God damnit man!",unknown,negative,1
517,FUCK YOU @Apple,unknown,negative,1
518,@apple ur products are shit they break 24/7 ur ruining my life,unknown,negative,1
519,@radbarakat @Apple i dOMT THINK SO,unknown,negative,1
520,Why does @Apple force people to use its VPN built in to iOS8? Off button doesn't work FFS. Like I want Apple's NSA data collection service.,unknown,negative,1
521,I thought this shit was suppose to be gorilla glass @apple,unknown,negative,1
522,Did anyone update their Yosemite? My macbook is running like shit. @apple #apple,unknown,negative,1
523,YO I DIDNT TOUCH MY PHONE AT ALL AND RIGHT WHEN I DISCONNECTED IT FROM THE CHARGER IT WENT DOWN 3% @apple WE ARE GONNA SCRAP RIGHT NOW,unknown,negative,1
524,Hey @Apple the keyboard on my phone is all sorts of drunk this morning send help pls thx,unknown,negative,1
525,@apple #ios8 The lack of true keyboard integration is KILLING me! Half-assed implementations aren't solutions!,unknown,negative,1
526,Fuck you @apple,unknown,negative,1
527,RT @Laura_Kate8: WHY DO I HAVE 5 GROUP MESSAGES WITH THE SAME PEOPLE. @apple,unknown,negative,1
528,@sampepper can not believe that @apple are still with you given the nature of what u have been accused of.   disgusting.,unknown,negative,1
529,"So, on my iphone5, the @apple health kit is no longer gathering data.  Sigh.",unknown,negative,1
530,Dear @Apple can yall please stop making yall chargers cheap pieces of shit I'm tired of having to replace them every 3 monthd,unknown,negative,1
531,RT @marisalovexox: My phone went from 78% to 21% @apple please tell me how that is mathematically possible,unknown,negative,1
532,@Apple accused of deleting songs from #iPods without users' knowledge http://t.co/hujK0yawTO,unknown,negative,1
533,@apple thanks for making the shittiest chargers,unknown,negative,1
534,Activation of AirDrop on iOS 8.1.1 kills WiFi !! What have you done @Apple ???,unknown,negative,1
535,Any other #iPhone6 users have a random #vertical #line showing up on their screen since #upgrading to #ios811? @apple,unknown,negative,1
536,@weightsmate @Apple total nightmare!!!! and they take a big slice of the cake !,unknown,negative,1
537,@apple U need to get ur fucking shit together and let me txt while on YouTube,unknown,negative,1
538,"Who in the hell @apple thought, let's put the volume display in front of a video. Absolutely dumb. Miss video every time you adjust volume.",unknown,negative,1
539,@jakeflem @Apple We've previously had to deal with this issue it's really annoying. Try to reset the NVRAM http://t.co/EoIAf3wO5f,unknown,negative,1
540,"Y'all petty as hell, @Apple...",unknown,negative,1
541,RT @Laura_Kate8: WHY DO I HAVE 5 GROUP MESSAGES WITH THE SAME PEOPLE. @apple,unknown,negative,1
542,@swerviinnn @Apple you are very hostile tn,unknown,negative,1
543,FUCK ALL FUCK IT ALL IM SOOOOO SLEEP FIX YOUR SHIT @APPLE,unknown,negative,1
544,Why are your phone chargers so terrible @apple Fix this @Jesus,unknown,negative,1
545,@Apple fix your ios8 garbage software mix in an update ASAP,unknown,negative,1
546,FUCK @apple,unknown,negative,1
547,@FaZeNikan @Apple I had the same thing. Bought an iPhone 5 when it came out and had to replace the battery after a month or two.,unknown,negative,1
548,my laptop battery went straight from 60% to 3% @apple,unknown,negative,1
549,@ganondaIf why is the quality so bad on these WEBCAM PICS EXCUSE ME @APPLE,unknown,negative,1
550,@apple yo these new headphones i got with my 6 dont work so send me some new ones. Ill dm u my address,unknown,negative,1
551,Just been handed this @apple device to fix ..m.. owner doesn't fancy waiting .... #nowounder http://t.co/Op8YZAOJk0,unknown,negative,1
552,Google Chromecast Leapfrogs Apple TV as the Aging Media Player Loses Ground to Rivals http://t.co/14UHvYCP6B #AAPL,unknown,negative,1
553,"My keyboard only ever freezes up when I'm trying to talk to Ian, @apple why do u hate the sophian",unknown,negative,1
554,ive literally gone through 5 iPhone 5 cords in a little over a year @apple fix this you all suck,unknown,negative,1
555,"I hate my phone, I can't use it it's gone completely silent, and if I were to call @apple I would get even less help than I get now.",unknown,negative,1
556,I have no more storage left. Fuck you @apple,unknown,negative,1
557,Your iPad game just got shut way down. Like 24K gold way down. http://t.co/Gfcw8Ta0wS (cc: @Apple),unknown,negative,1
558,why the fuck are all my messages being sent through my email and not phone number @apple,unknown,negative,1
559,I could punch whoever came up with the new @apple commercials. #makeitstop #ahhhhhhh,unknown,negative,1
560,That's what happened to my music! @Apple deleted music from customers' iPods http://t.co/zvJoangfIK,unknown,negative,1
561,@matt_garber @levifig @dcurtis hah. I wasn't defending it. But this is @apple and they don't understand the internet.,unknown,negative,1
562,My phones been charging for an hour but it keeps losing percentage?? Get ur shit together @apple,unknown,negative,1
563,Done with this iPhone 6 plus Apple or sprint giving me my bread back. Trash ass phone full of fuck ups @sprint @apple,unknown,negative,1
564,s/o to @apple for charging me for two ringtones and then not letting me use them. #ThanksObama,unknown,negative,1
565,"11am and 20% battery. Die, @apple",unknown,negative,1
566,"Finally updated #iPhone to IOs 8 something, thanks @apple for more shit we don't need. #seriously, thanks a trillion. http://t.co/JK2LnVs4JW",unknown,negative,1
567,Not cool @Apple ... not cool. You just bait-and-switched me into paying for an upgrade to server after a 'free' upgd. to 10.10.1?,unknown,negative,1
568,"As the sun devils were making their 20-2 run on us, my phone called 4 people and hung up on them all on it's own. WTF! #iphoneissues @apple",unknown,negative,1
569,@apple yo when ya coming out with the charger case for the 6? Hurr Up,unknown,negative,1
570,Also I've had my iPhone 6 for two days and it's already broken shout out to @apple,unknown,negative,1
571,@swerviinnn @Apple maybe stop being a whore for once and sleep,unknown,negative,1
572,Being held hostage at @apple - They are replacing the whole phone. Last backup at 630 a.m. this morning so anything since was byebyebye.,unknown,negative,1
573,"Dear @Apple, please fix your AWDL issues.. https://t.co/rAy5olfZyt",unknown,negative,1
574,Pretty bad @apple my #iphone5 has 20%life left and it is only 11am.,unknown,negative,1
